time,x,y,z
4.070273,0.489,1.0889,0.002
4.079155,1.1962,1.2545,-0.6319
4.092791,1.6959,1.2449,-1.1336
4.09811,1.9106,0.8929,-1.2851
4.107922,1.4282,0.0899,-1.3413
4.117789,1.1749,-0.7374,-1.075
4.127855,1.282,-1.2919,-0.4235
4.138107,1.2259,-1.6396,0.8752
4.148168,0.2928,-2.0944,2.3167
4.158721,-1.339,-2.6361,3.4684
4.168404,-2.7345,-3.1458,4.7358
4.181285,-3.5617,-3.5463,6.083
4.18847,-3.7608,-3.4234,6.9198
4.207539,-2.9711,-1.7847,4.7989
4.217337,-3.0984,-1.367,2.6242
4.227734,-3.9402,-1.9058,0.8612
4.238286,-4.5141,-2.8832,-0.429
4.247918,-4.8383,-4.3407,-1.2385
4.257807,-5.5959,-6.1058,-0.9613
4.270331,-6.5683,-7.5721,0.3947
4.27799,-7.6406,-8.1816,2.0649
4.293,-8.0626,-7.1411,5.746
4.297346,-7.8252,-5.0615,10.6906
4.306912,-6.4253,-3.299,10.3867
4.316864,-4.7426,-2.652,7.3433
4.327532,-3.4327,-2.7501,3.1562
4.337145,-2.3438,-3.1933,-2.5752
4.347876,-0.9421,-3.4532,-7.0643
4.359481,0.1013,-3.8951,-8.0069
4.367329,1.4397,-3.9463,-7.0952
4.382454,3.1227,-3.4826,-6.7051
4.386577,3.9199,-2.8749,-7.231
4.396662,4.2255,-2.3398,-8.1292
4.406532,3.911,-1.7853,-8.616
4.418244,3.5763,-1.0558,-8.6793
4.440382,3.896,0.0724,-5.065
4.459452,2.3994,1.6425,7.8731
4.466362,-0.221,2.0727,-0.4555
4.476711,-0.6881,2.2636,-4.0869
4.486081,-0.468,2.4096,-5.3903
4.507525,0.2672,2.4805,-5.1049
4.507711,1.6885,2.4505,-3.6572
4.53266,3.4745,2.5088,-2.1974
4.546019,4.2409,1.9286,-3.1853
4.56074,4.4027,2.1386,-3.5442
4.566071,4.6128,2.5447,-4.1474
4.575803,4.842,3.0412,-4.5799
4.58562,5.2804,3.5178,-4.5946
4.596216,5.5342,3.8079,-4.8941
4.605804,5.2906,3.9654,-4.9132
4.615829,4.7011,3.9863,-5.1931
4.627236,3.9547,3.9242,-5.4274
4.636015,3.6222,3.8704,-5.1094
4.649112,3.5392,3.7729,-3.962
4.656423,3.1434,3.4879,-2.6868
4.673265,2.4587,3.0576,-1.2447
4.67513,1.6839,2.4128,0.1794
4.68601,0.9221,1.1834,2.3373
4.695695,-0.6481,-1.4927,6.5041
4.70619,-3.6083,-5.3118,12.2027
4.716033,-8.9672,-10.3753,21.936
4.725379,-12.2568,-12.3554,16.5942
4.739,-10.1878,-8.6985,2.3835
4.744916,-9.3604,-3.8646,-3.8025
4.760902,-9.3092,-0.5326,-3.3833
4.764628,-7.2252,1.4911,-0.9751
4.775221,-3.4024,0.8447,-0.4222
4.785169,-0.8008,-2.4123,-1.9191
4.794714,0.0497,-4.1813,-3.4992
4.805087,1.0987,-5.5896,-3.6412
4.814946,1.5705,-7.6837,-3.5384
4.827439,1.6219,-9.3267,-3.1115
4.834869,2.1236,-9.2983,-3.3744
4.849727,2.5022,-6.6468,-4.4675
4.85405,3.0157,-2.8431,-4.3438
4.864405,3.4354,0.3336,-3.5853
4.874241,4.1054,2.9388,-3.5149
4.885179,4.9502,4.9762,-3.4472
4.894689,5.486,6.3489,-3.3114
4.904645,6.0923,7.3319,-3.3587
4.916394,6.0137,7.4348,-3.4072
4.924301,4.9493,5.7591,-2.6244
4.938673,3.7817,3.3895,-2.3897
4.944178,2.885,1.3427,-2.2338
4.953881,2.2548,0.0514,-2.0403
4.963725,1.9097,-0.6623,-2.2771
4.974916,1.5309,-0.7656,-2.3718
4.983562,1.3575,-0.4688,-1.9254
4.99399,1.2026,-0.2446,-1.7858
5.005792,0.929,0.1945,-0.964
5.014007,0.592,0.6143,1.1805
